LocalID,OriginTag,Description,DeviceID,Unit,Type
/hs4sd_v1/ge04/lub/oil/filter/in_bar/press,GE4-PT61/Meas1/PRIM,GE4 LUBE OIL PRESSURE FILTER INLET,IAS,bar,Decimal
/hs4sd_v1/ge04/pilot/oil//in_bar/press,GE4-PT32/Meas1/PRIM,GE4 PILOT FUEL OIL PRESSURE ENGINE INLET,IAS,bar,Decimal
/hs4sd_v1/ge04/pilot/oil//in_c/temp,GE4-TE31/Meas1/PRIM,GE4 PILOT FUEL OIL TEMPERATURE HP PUMP INLET,IAS,degree Cellisius,Decimal
/hs4sd_v1/ge04/pilot/oil//out_bar/press,GE4-PT35/Meas1/PRIM,GE4 PILOT FUEL OIL PRESSURE ENGINE OUTLET,IAS,bar,Decimal
/hs4sd_v1/ge04/pilot/oil/filter/in_bar/press,GE4-PT30/Meas1/PRIM,GE4 PILOT FUEL OIL PRESSURE FILTER INLET,IAS,bar,Decimal
/hs4sd_v1/ge04/pilot/oil/hpp/in_bar/press,GE4-PT31/Meas1/PRIM,GE4 PILOT FUEL OIL PRESSURE HP PUMP INLET,IAS,bar,Decimal
/hs4sd_v1/ge04/tc///rpm/speed,GE4-SE14/Meas1/PRIM,GE4 TC SPEED,IAS,,Decimal
/hs4sd_v1/ge04/tc/air//intake_c/temp,GE4-TE29/Meas1/PRIM,GE4 INTAKE AIR TEMPERATURE BEFORE TC COMPRESSOR,IAS,degree Cellisius,Decimal
/hs4sd_v1/ge04/tc/exh_gas//in_c/temp,GE4-TE26/Meas1/PRIM,GE4 EXHAUST GAS TEMPERATURE TC INLET,IAS,degree Cellisius,Decimal
/hs4sd_v1/ge04/tc/exh_gas//out_c/temp,GE4-TE27/Meas1/PRIM,GE4 EXHAUST GAS TEMPERATURE TC OUTLET,IAS,degree Cellisius,Decimal
/hs4sd_v1/ge_lin01/fuel/gas//in_kgph/flow,GE022.01/Meas1/PRIM,GE GAS INLET(S),IAS,,Decimal
/hs4sd_v1/ge_lin01/fuel/oil//in_kgph/flow,OE013.01/Meas1/PRIM,GE OIL INLET(S),IAS,,Decimal
/hs4sd_v1/ge_lin01/fuel/oil/lsmgo/vv_deg/pos,OE055/OutPosition/PRIM,GE FO C/O VV(S) FOR LSMGO(OE404),IAS,degree,Decimal
/hs4sd_v1/ge_lin01/fuel/oil/vlsfo/vv_deg/pos,OE054/OutPosition/PRIM,GE FO C/O VV(S) FOR VLSFO(OE003),IAS,degree,Decimal
/hs4sd_v1/ge_lin02/fuel/gas//in_kgph/flow,GE032.01/Meas1/PRIM,GE GAS INLET(P),IAS,,Decimal
/hs4sd_v1/ge_lin02/fuel/oil//in_kgph/flow,OE113.01/Meas1/PRIM,GE OIL INLET(P),IAS,,Decimal
/hs4sd_v1/ge_lin02/fuel/oil/lsmgo/vv_deg/pos,OE155/OutPosition/PRIM,GE FO C/O VV(P) FOR LSMGO(OE424),IAS,degree,Decimal
/hs4sd_v1/ge_lin02/fuel/oil/vlsfo/vv_deg/pos,OE154/OutPosition/PRIM,GE FO C/O VV(P) FOR VLSFO(OE013),IAS,degree,Decimal
/hs4sd_v1/gm////no.1_me_gas_trip/alarm,GM010.01/Meas1/PRIM,NO.1 ME GAS TRIP,IAS,,Boolean
/hs4sd_v1/gm////no.2_me_gas_trip/alarm,GM030.01/Meas1/PRIM,NO.2 ME GAS TRIP,IAS,,Boolean
/hs4sd_v1/gms//gas/header/aft_c/temp,GH035.01/Meas1/PRIM,GAS HEADER AFT,IAS,degree Cellisius,Decimal
/hs4sd_v1/gms//gas/header/fwd_c/temp,GH034.01/Meas1/PRIM,GAS HEADER FWD,IAS,degree Cellisius,Decimal
/hs4sd_v1/gx////no.1_ge_shutdown/alarm,GX101.01/Meas1/PRIM,NO.1 GE SHUTDOWN,IAS,,Boolean
/hs4sd_v1/gx////no.2_ge_shutdown/alarm,GX201.01/Meas1/PRIM,NO.2 GE SHUTDOWN,IAS,,Boolean
/hs4sd_v1/gx////no.3_ge_shutdown/alarm,GX301.01/Meas1/PRIM,NO.3 GE SHUTDOWN,IAS,,Boolean
/hs4sd_v1/gx////no.4_ge_shutdown/alarm,GX401.01/Meas1/PRIM,NO.4 GE SHUTDOWN,IAS,,Boolean
/hs4sd_v1/hd////no.1_hd_comp_mtr_trip___block/alarm,HD001.27/Meas1/PRIM,NO.1 HD COMP MTR TRIP & BLOCK,IAS,,Boolean
/hs4sd_v1/hd////no.1_hd_comp_mtr_trip_by_protection/alarm,HD001.28/Meas1/PRIM,NO.1 HD COMP MTR TRIP BY PROTECTION,IAS,,Boolean
/hs4sd_v1/hd////no.2_hd_comp_mtr_trip___block/alarm,HD101.27/Meas1/PRIM,NO.2 HD COMP MTR TRIP & BLOCK,IAS,,Boolean
/hs4sd_v1/hd////no.2_hd_comp_mtr_trip_by_protection/alarm,HD101.28/Meas1/PRIM,NO.2 HD COMP MTR TRIP BY PROTECTION,IAS,,Boolean
/hs4sd_v1/me////in_for_opv_cont_bar/press,GH065.01/Meas1/PRIM,ME INLET FOR OPV(CG590) CONT,IAS,bar,Decimal
/hs4sd_v1/me////in_opv_per/pos,GH043/OutPosition/PRIM,ME INLET OPV(CG590),IAS,percent,Decimal
/hs4sd_v1/me////port_me_common_emcy_stop/alarm,ME_EMSTOP_P/Meas1/PRIM,PORT ME COMMON EM'CY STOP,IAS,,Boolean
/hs4sd_v1/me////stbd_me_common_emcy_stop/alarm,ME_EMSTOP_S/Meas1/PRIM,STBD ME COMMON EM'CY STOP,IAS,,Boolean
/hs4sd_v1/me01/////run,BMS-10212/Meas1/PRIM,STBD ME ALARM BLOCKED (ME STOP),IAS,,Boolean
/hs4sd_v1/me01////axial_mm/vibr,MES-WT8812/Meas1/PRIM,AXIAL VIBRATION MONITOR,IAS,,Decimal
/hs4sd_v1/me01////er_c/temp,MES-TT8818/Meas1/PRIM,ENGINE ROOM TEMPERATURE,IAS,degree Cellisius,Decimal
/hs4sd_v1/me01////per/load,TX066.01/Meas1/PRIM,ME(S),IAS,percent,Decimal
/hs4sd_v1/me01////relative_per/humid,MES-XT8819/Meas1/PRIM,RELATIVE HUMIDITY,IAS,percent,Decimal
/hs4sd_v1/me01////rpm/speed,BMS-30217/Meas1/PRIM,STBD M/E RPM,IAS,,Decimal
/hs4sd_v1/me01////run_h/hour,MES-40495/Meas1/PRIM,ENGINE RUNNING HOURS SINCE LAST START,IAS,,Decimal
/hs4sd_v1/me01////total_run_h/hour,MES-40494/Meas1/PRIM,ENGINE RUNNING HOURS,IAS,,Decimal
/hs4sd_v1/me01///pump/in_bar/press,MES-PT8464/Meas1/PRIM,"LDCL, CIRCULATION PUMP INLET PRESSURE",IAS,bar,Decimal
/hs4sd_v1/me01///pump/out_bar/press,MES-PT8465/Meas1/PRIM,"LDCL, CIRCULATION PUMP OUTLET PRESSURE",IAS,bar,Decimal
/hs4sd_v1/me01//act_gas//ind_per/load,GM019.01/Meas1/PRIM,ME(S) ACTUAL GAS,IAS,percent,Decimal
/hs4sd_v1/me01//air//er_mbar/press,MES-PT8802/Meas1/PRIM,ENGINE ROOM AMBIENT PRESSURE,IAS,millibar,Decimal
/hs4sd_v1/me01//air/vv/supply_bar/press,MES-PT8505/Meas1/PRIM,AIR SUPPLY TO EXHAUST VALVE AIR CYLINDER,IAS,bar,Decimal
/hs4sd_v1/me01//clg_wtr//in_c/temp,MES-TT8407/Meas1/PRIM,"COOLING WATER INLET TEMPERATURE, ENGINE",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01//clg_wtr//out_bar/press,MES-PT8413/Meas1/PRIM,COOLING WATER OUTLET PRESSURE (LT),IAS,bar,Decimal
/hs4sd_v1/me01//clg_wtr/air_clr/out_c/temp,MES-TT8423/Meas1/PRIM,"CW TEMPERATURE AIR COOLER OUTLET, AC 1",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01//cont_air//in_bar/press,MES-PT8503-A/Meas1/PRIM,ME(S) CONT AIR INLET,IAS,bar,Decimal
/hs4sd_v1/me01//exh_gas/recv/bar/press,MES-PT8706/Meas1/PRIM,EXHAUST GAS RECEIVER PRESSURE,IAS,bar,Decimal
/hs4sd_v1/me01//gas//supply_bar/press,GM015.02/Meas1/PRIM,ME(S) GAS SUPPLY,IAS,bar,Decimal
/hs4sd_v1/me01//gas//supply_press_active_set_bar/point,GM020.01/Meas1/PRIM,ME(S) GAS SUPPLY PRESS,IAS,bar,Decimal
/hs4sd_v1/me01//gas//train_bar/press,GM015.03/Meas1/PRIM,ME(S) GAS TRAIN PRESS,IAS,bar,Decimal
/hs4sd_v1/me01//gas/filter/diff_h_bar/press,GM023.01/Meas1/PRIM,ME(S) GAS FILTER,IAS,bar,Decimal
/hs4sd_v1/me01//inert_gas//bar/press,MES-PT6321/Meas1/PRIM,INERT GAS PRESSURE,IAS,bar,Decimal
/hs4sd_v1/me01//scav_air/recv/bar/press,MES-PT8601/Meas1/PRIM,"ECS, SCAVENGING AIR RECEIVER PRESSURE",IAS,bar,Decimal
/hs4sd_v1/me01//scav_air/recv/c/temp,MES-TT8609/Meas1/PRIM,SCAVENGE AIR RECEIVER TEMPERATURE,IAS,degree Cellisius,Decimal
/hs4sd_v1/me01//scav_air_clr//in_c/temp,MES-TT8605/Meas1/PRIM,"SCAVENGE AIR COOLER AIR INLET TEMPERATURE, AC 1",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01//scav_air_clr//mbar/press,MES-PDT8606/Meas1/PRIM,"DP AIR ACROSS SCAVENGE AIR COOLER, AC 1",IAS,millibar,Decimal
/hs4sd_v1/me01//scav_air_clr//out_c/temp,MES-TT8608/Meas1/PRIM,"SCAVENGE AIR COOLER AIR OUTLET TEMPERATURE, AC 1",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01//scav_air_clr/cw/in_c/temp,MES-TT8422/Meas1/PRIM,AC CW INLET TEMPERATURE (WHR),IAS,degree Cellisius,Decimal
/hs4sd_v1/me01//scav_air_clr/cw/out_c/temp,MES-TT8423/Meas1/PRIM,AC CW OUTLET TEMPERATURE (WHR),IAS,degree Cellisius,Decimal
/hs4sd_v1/me01//sea_wtr//c/temp,CW005.01/Meas1/PRIM,SEA WATER TEMPERATURE,IAS,degree Cellisius,Decimal
/hs4sd_v1/me01//start_air//in_bar/press,TA031.01/Meas1/PRIM,ME(S) START AIR INLET,IAS,bar,Decimal
/hs4sd_v1/me01//thrust_brg//c/temp,MES-TT8106/Meas1/PRIM,THRUST BEARING SEGMENT TEMPERATURE,IAS,degree Cellisius,Decimal
/hs4sd_v1/me01//thrust_radial_brg//c/temp,LM016.01/Meas1/PRIM,ME(S) THRUST RADIAL BEARING,IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl///comp_bar/press,MES-40304/Meas1/PRIM,AVERAGE CYLINDER COMPR. PRESSURE,IAS,bar,Decimal
/hs4sd_v1/me01/cyl///max_bar/press,MES-40303/Meas1/PRIM,AVERAGE MAXIMUM CYLINDER PRESSURE,IAS,bar,Decimal
/hs4sd_v1/me01/cyl01///comp_bar/press,MES-40025/Meas1/PRIM,"CYLINDER COMPRESSION PRESSURE, CYL 1",IAS,bar,Decimal
/hs4sd_v1/me01/cyl01///max_bar/press,MES-40013/Meas1/PRIM,"MAXIMUM CYLINDER PRESSURE, CYL 1",IAS,bar,Decimal
/hs4sd_v1/me01/cyl01///max_offset_bar/press,MES-40362/Meas1/PRIM,"MAXIMUM PRESSURE OFFSET (CHIEF), CYL 1",IAS,bar,Decimal
/hs4sd_v1/me01/cyl01///mean_indic_bar/press,MES-40001/Meas1/PRIM,"MEAN INDICATED PRESSURE, CYL 1",IAS,bar,Decimal
/hs4sd_v1/me01/cyl01//vv/exh_open_timing_offset/deg,MES-40388/Meas1/PRIM,"EXHAUST VALVE OPEN TIMING OFFSET (CHIEF), CYL 1",IAS,,Decimal
/hs4sd_v1/me01/cyl01/air/fire_box/before_cyl_c/temp,MES-TT8610-1/Meas1/PRIM,"AIR TEMPERATURE BEFORE CYL. (FIRE BOX), CYL 1",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl01/clg_wtr/cv/out_h_c/temp,MES-TT8410-1/Meas1/PRIM,"COOLING WATER CYLINDER COVER OUTLET TEMP. (HT), CYL 1",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl01/clo//feed_gpkWh/rate,MES-40332/Meas1/PRIM,"CLO FEED RATE, CYL 1",IAS,,Decimal
/hs4sd_v1/me01/cyl01/comp_scav//press/ratio,MES-40444/Meas1/PRIM,"P(COMP)/P(SCAV), CYL 1",IAS,,Decimal
/hs4sd_v1/me01/cyl01/comp_scav//press_offset/ratio,MES-40375/Meas1/PRIM,"P(COMP)/P(SCAV) OFFSET (CHIEF), CYL 1",IAS,,Decimal
/hs4sd_v1/me01/cyl01/crkp_brg//c/temp,LM017.01/Meas1/PRIM,"CRANKPIN BEARING TEMPERATURE, CYL 1",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl01/exh_gas/vv/c/temp,MES-TT8702-1/Meas1/PRIM,"EXHAUST GAS TEMPERATURE AFTER EXHAUST VALVE, CYL 1",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl01/liner_wall//exh_side_c/temp,MES-TT8821-1/Meas1/PRIM,"LINER WALL TEMPERATURE EXHAUST SIDE, CYL 1",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl01/liner_wall/pump/side_c/temp,MES-TT8820-1/Meas1/PRIM,"LINER WALL TEMPERATURE PUMP SIDE, CYL 1",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl01/main_brg//aft_side_h_c/temp,LM015.01/Meas1/PRIM,ME(S) CYL 1 MAIN BEARING AFT SIDE,IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl01/piston_clg_oil//out_c/temp,MES-TT8113-1/Meas1/PRIM,"PISTON COOLING OIL OUTLET TEMPERATURE, CYL 1",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl02///comp_bar/press,MES-40026/Meas1/PRIM,"CYLINDER COMPRESSION PRESSURE, CYL 2",IAS,bar,Decimal
/hs4sd_v1/me01/cyl02///max_bar/press,MES-40014/Meas1/PRIM,"MAXIMUM CYLINDER PRESSURE, CYL 2",IAS,bar,Decimal
/hs4sd_v1/me01/cyl02///max_offset_bar/press,MES-40363/Meas1/PRIM,"MAXIMUM PRESSURE OFFSET (CHIEF), CYL 2",IAS,bar,Decimal
/hs4sd_v1/me01/cyl02///mean_indic_bar/press,MES-40002/Meas1/PRIM,"MEAN INDICATED PRESSURE, CYL 2",IAS,bar,Decimal
/hs4sd_v1/me01/cyl02//vv/exh_open_timing_offset/deg,MES-40389/Meas1/PRIM,"EXHAUST VALVE OPEN TIMING OFFSET (CHIEF), CYL 2",IAS,,Decimal
/hs4sd_v1/me01/cyl02/air/fire_box/before_cyl_c/temp,MES-TT8610-2/Meas1/PRIM,"AIR TEMPERATURE BEFORE CYL. (FIRE BOX), CYL 2",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl02/clg_wtr/cv/out_h_c/temp,MES-TT8410-2/Meas1/PRIM,"COOLING WATER CYLINDER COVER OUTLET TEMP. (HT), CYL 2",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl02/clo//feed_gpkWh/rate,MES-40333/Meas1/PRIM,"CLO FEED RATE, CYL 2",IAS,,Decimal
/hs4sd_v1/me01/cyl02/comp_scav//press/ratio,MES-40445/Meas1/PRIM,"P(COMP)/P(SCAV), CYL 2",IAS,,Decimal
/hs4sd_v1/me01/cyl02/comp_scav//press_offset/ratio,MES-40376/Meas1/PRIM,"P(COMP)/P(SCAV) OFFSET (CHIEF), CYL 2",IAS,,Decimal
/hs4sd_v1/me01/cyl02/crkp_brg//c/temp,LM017.02/Meas1/PRIM,"CRANKPIN BEARING TEMPERATURE, CYL 2",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl02/exh_gas/vv/c/temp,MES-TT8702-2/Meas1/PRIM,"EXHAUST GAS TEMPERATURE AFTER EXHAUST VALVE, CYL 2",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl02/liner_wall//exh_side_c/temp,MES-TT8821-2/Meas1/PRIM,"LINER WALL TEMPERATURE EXHAUST SIDE, CYL 2",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl02/liner_wall/pump/side_c/temp,MES-TT8820-2/Meas1/PRIM,"LINER WALL TEMPERATURE PUMP SIDE, CYL 2",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl02/main_brg//aft_side_h_c/temp,LM015.02/Meas1/PRIM,ME(S) CYL 2 MAIN BEARING AFT SIDE,IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl02/piston_clg_oil//out_c/temp,MES-TT8113-2/Meas1/PRIM,"PISTON COOLING OIL OUTLET TEMPERATURE, CYL 2",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl03///comp_bar/press,MES-40027/Meas1/PRIM,"CYLINDER COMPRESSION PRESSURE, CYL 3",IAS,bar,Decimal
/hs4sd_v1/me01/cyl03///max_bar/press,MES-40015/Meas1/PRIM,"MAXIMUM CYLINDER PRESSURE, CYL 3",IAS,bar,Decimal
/hs4sd_v1/me01/cyl03///max_offset_bar/press,MES-40364/Meas1/PRIM,"MAXIMUM PRESSURE OFFSET (CHIEF), CYL 3",IAS,bar,Decimal
/hs4sd_v1/me01/cyl03///mean_indic_bar/press,MES-40003/Meas1/PRIM,"MEAN INDICATED PRESSURE, CYL 3",IAS,bar,Decimal
/hs4sd_v1/me01/cyl03//vv/exh_open_timing_offset/deg,MES-40390/Meas1/PRIM,"EXHAUST VALVE OPEN TIMING OFFSET (CHIEF), CYL 3",IAS,,Decimal
/hs4sd_v1/me01/cyl03/air/fire_box/before_cyl_c/temp,MES-TT8610-3/Meas1/PRIM,"AIR TEMPERATURE BEFORE CYL. (FIRE BOX), CYL 3",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl03/clg_wtr/cv/out_h_c/temp,MES-TT8410-3/Meas1/PRIM,"COOLING WATER CYLINDER COVER OUTLET TEMP. (HT), CYL 3",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl03/clo//feed_gpkWh/rate,MES-40334/Meas1/PRIM,"CLO FEED RATE, CYL 3",IAS,,Decimal
/hs4sd_v1/me01/cyl03/comp_scav//press/ratio,MES-40446/Meas1/PRIM,"P(COMP)/P(SCAV), CYL 3",IAS,,Decimal
/hs4sd_v1/me01/cyl03/comp_scav//press_offset/ratio,MES-40377/Meas1/PRIM,"P(COMP)/P(SCAV) OFFSET (CHIEF), CYL 3",IAS,,Decimal
/hs4sd_v1/me01/cyl03/crkp_brg//c/temp,LM017.03/Meas1/PRIM,"CRANKPIN BEARING TEMPERATURE, CYL 3",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl03/exh_gas/vv/c/temp,MES-TT8702-3/Meas1/PRIM,"EXHAUST GAS TEMPERATURE AFTER EXHAUST VALVE, CYL 3",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl03/liner_wall//exh_side_c/temp,MES-TT8821-3/Meas1/PRIM,"LINER WALL TEMPERATURE EXHAUST SIDE, CYL 3",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl03/liner_wall/pump/side_c/temp,MES-TT8820-3/Meas1/PRIM,"LINER WALL TEMPERATURE PUMP SIDE, CYL 3",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl03/main_brg//aft_side_h_c/temp,LM015.03/Meas1/PRIM,ME(S) CYL 3 MAIN BEARING AFT SIDE,IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl03/piston_clg_oil//out_c/temp,MES-TT8113-3/Meas1/PRIM,"PISTON COOLING OIL OUTLET TEMPERATURE, CYL 3",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl04///comp_bar/press,MES-40028/Meas1/PRIM,"CYLINDER COMPRESSION PRESSURE, CYL 4",IAS,bar,Decimal
/hs4sd_v1/me01/cyl04///max_bar/press,MES-40016/Meas1/PRIM,"MAXIMUM CYLINDER PRESSURE, CYL 4",IAS,bar,Decimal
/hs4sd_v1/me01/cyl04///max_offset_bar/press,MES-40365/Meas1/PRIM,"MAXIMUM PRESSURE OFFSET (CHIEF), CYL 4",IAS,bar,Decimal
/hs4sd_v1/me01/cyl04///mean_indic_bar/press,MES-40004/Meas1/PRIM,"MEAN INDICATED PRESSURE, CYL 4",IAS,bar,Decimal
/hs4sd_v1/me01/cyl04//vv/exh_open_timing_offset/deg,MES-40391/Meas1/PRIM,"EXHAUST VALVE OPEN TIMING OFFSET (CHIEF), CYL 4",IAS,,Decimal
/hs4sd_v1/me01/cyl04/air/fire_box/before_cyl_c/temp,MES-TT8610-4/Meas1/PRIM,"AIR TEMPERATURE BEFORE CYL. (FIRE BOX), CYL 4",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl04/clg_wtr/cv/out_h_c/temp,MES-TT8410-4/Meas1/PRIM,"COOLING WATER CYLINDER COVER OUTLET TEMP. (HT), CYL 4",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl04/clo//feed_gpkWh/rate,MES-40335/Meas1/PRIM,"CLO FEED RATE, CYL 4",IAS,,Decimal
/hs4sd_v1/me01/cyl04/comp_scav//press/ratio,MES-40447/Meas1/PRIM,"P(COMP)/P(SCAV), CYL 4",IAS,,Decimal
/hs4sd_v1/me01/cyl04/comp_scav//press_offset/ratio,MES-40378/Meas1/PRIM,"P(COMP)/P(SCAV) OFFSET (CHIEF), CYL 4",IAS,,Decimal
/hs4sd_v1/me01/cyl04/crkp_brg//c/temp,LM017.04/Meas1/PRIM,"CRANKPIN BEARING TEMPERATURE, CYL 4",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl04/exh_gas/vv/c/temp,MES-TT8702-4/Meas1/PRIM,"EXHAUST GAS TEMPERATURE AFTER EXHAUST VALVE, CYL 4",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl04/liner_wall//exh_side_c/temp,MES-TT8821-4/Meas1/PRIM,"LINER WALL TEMPERATURE EXHAUST SIDE, CYL 4",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl04/liner_wall/pump/side_c/temp,MES-TT8820-4/Meas1/PRIM,"LINER WALL TEMPERATURE PUMP SIDE, CYL 4",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl04/main_brg//aft_side_h_c/temp,LM015.04/Meas1/PRIM,ME(S) CYL 4 MAIN BEARING AFT SIDE,IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl04/piston_clg_oil//out_c/temp,MES-TT8113-4/Meas1/PRIM,"PISTON COOLING OIL OUTLET TEMPERATURE, CYL 4",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl05///comp_bar/press,MES-40029/Meas1/PRIM,"CYLINDER COMPRESSION PRESSURE, CYL 5",IAS,bar,Decimal
/hs4sd_v1/me01/cyl05///max_bar/press,MES-40017/Meas1/PRIM,"MAXIMUM CYLINDER PRESSURE, CYL 5",IAS,bar,Decimal
/hs4sd_v1/me01/cyl05///max_offset_bar/press,MES-40366/Meas1/PRIM,"MAXIMUM PRESSURE OFFSET (CHIEF), CYL 5",IAS,bar,Decimal
/hs4sd_v1/me01/cyl05///mean_indic_bar/press,MES-40005/Meas1/PRIM,"MEAN INDICATED PRESSURE, CYL 5",IAS,bar,Decimal
/hs4sd_v1/me01/cyl05//vv/exh_open_timing_offset/deg,MES-40392/Meas1/PRIM,"EXHAUST VALVE OPEN TIMING OFFSET (CHIEF), CYL 5",IAS,,Decimal
/hs4sd_v1/me01/cyl05/air/fire_box/before_cyl_c/temp,MES-TT8610-5/Meas1/PRIM,"AIR TEMPERATURE BEFORE CYL. (FIRE BOX), CYL 5",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl05/clg_wtr/cv/out_h_c/temp,MES-TT8410-5/Meas1/PRIM,"COOLING WATER CYLINDER COVER OUTLET TEMP. (HT), CYL 5",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl05/clo//feed_gpkWh/rate,MES-40336/Meas1/PRIM,"CLO FEED RATE, CYL 5",IAS,,Decimal
/hs4sd_v1/me01/cyl05/comp_scav//press/ratio,MES-40448/Meas1/PRIM,"P(COMP)/P(SCAV), CYL 5",IAS,,Decimal
/hs4sd_v1/me01/cyl05/comp_scav//press_offset/ratio,MES-40379/Meas1/PRIM,"P(COMP)/P(SCAV) OFFSET (CHIEF), CYL 5",IAS,,Decimal
/hs4sd_v1/me01/cyl05/crkp_brg//c/temp,LM017.05/Meas1/PRIM,"CRANKPIN BEARING TEMPERATURE, CYL 5",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl05/exh_gas/vv/c/temp,MES-TT8702-5/Meas1/PRIM,"EXHAUST GAS TEMPERATURE AFTER EXHAUST VALVE, CYL 5",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl05/liner_wall//exh_side_c/temp,MES-TT8821-5/Meas1/PRIM,"LINER WALL TEMPERATURE EXHAUST SIDE, CYL 5",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl05/liner_wall/pump/side_c/temp,MES-TT8820-5/Meas1/PRIM,"LINER WALL TEMPERATURE PUMP SIDE, CYL 5",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl05/main_brg//aft_side_h_c/temp,LM015.05/Meas1/PRIM,ME(S) CYL 5 MAIN BEARING AFT SIDE,IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl05/piston_clg_oil//out_c/temp,MES-TT8113-5/Meas1/PRIM,"PISTON COOLING OIL OUTLET TEMPERATURE, CYL 5",IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/cyl06/main_brg//aft_side_h_c/temp,LM015.06/Meas1/PRIM,ME(S) CYL 6 MAIN BEARING AFT SIDE,IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/fuel/gas///mode,MES-40317/Meas1/PRIM,ACTIVE ENGINE RUNNING MODE,IAS,,Integer
/hs4sd_v1/me01/fuel/gas//in_c/temp,GM015.01/Meas1/PRIM,ME(S) GAS TO ENGINE,IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/fuel/gas//in_kgph/flow,GM024.01/Meas1/PRIM,ME(S) GAS,IAS,,Decimal
/hs4sd_v1/me01/fuel/oil//in_bar/press,OM031.11/Meas1/PRIM,ME(S) FO INLET,IAS,bar,Decimal
/hs4sd_v1/me01/fuel/oil//in_c/temp,OM018.01/Meas1/PRIM,ME(S) FO INLET,IAS,degree Cellisius,Decimal
/hs4sd_v1/me01/fuel/oil//in_kgph/flow,OM013.01/Meas1/PRIM,ME(S) FO in,IAS,,Decimal
/hs4sd_v1/me01/fuel/oil/lsmgo/vv_deg/pos,OM055/OutPosition/PRIM,ME(S) FO C/O VV FOR LSMGO(OM004),IAS,degree,Decimal
/hs4sd_v1/me01/fuel/oil/vlsfo/vv_deg/pos,OM054/OutPosition/PRIM,ME(S) FO C/O VV FOR VLSFO(OM003),IAS,degree,Decimal
/hs4sd_v1/me01/hyd/oil//bar/press,MES-PT1201/Meas1/PRIM,HYDRAULIC OIL SYSTEM PRESSURE,IAS,bar,Decimal
/hs4sd_v1/me01/hyd/oil//before_pump_bar/press,MES-PT1204/Meas1/PRIM,HYDRAULIC OIL PRESSURE BEFORE PUMP,IAS,bar,Decimal
/hs4sd_v1/me01/jaket/clg_wtr//bar/press,MES-PDT8403/Meas1/PRIM,JACKET COOLING WATER DP ACROSS ENGINE (HT),IAS,bar,Decimal
