LocalID,OriginTag,Description,DeviceID,Unit,Type
/blueone_tagnative/IAS/11-PT-1/Meas1/PRIM,11-PT-1/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/11-PT-2/Meas1/PRIM,11-PT-2/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/11-PT-8/Meas1/PRIM,11-PT-8/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/11-TE-1/Meas1/PRIM,11-TE-1/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/11-TE-10A/Meas1/PRIM,11-TE-10A/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/11-TE-10B/Meas1/PRIM,11-TE-10B/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/11-TE-2A/Meas1/PRIM,11-TE-2A/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/11-TE-2B/Meas1/PRIM,11-TE-2B/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/11-TE-5A/Meas1/PRIM,11-TE-5A/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/11-TE-5B/Meas1/PRIM,11-TE-5B/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/11-TE-8A/Meas1/PRIM,11-TE-8A/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/11-TE-9A/Meas1/PRIM,11-TE-9A/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/11-TE-9F/Meas1/PRIM,11-TE-9F/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/11-YE-10/Meas1/PRIM,11-YE-10/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/11-YE-9/Meas1/PRIM,11-YE-9/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/11-ZT-1/Meas1/PRIM,11-ZT-1/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/11-ZT-3/Meas1/PRIM,11-ZT-3/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/12-PDT-1/Meas1/PRIM,12-PDT-1/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/12-PDT-11A/Meas1/PRIM,12-PDT-11A/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/12-PDT-11B/Meas1/PRIM,12-PDT-11B/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/12-PDT-7/Meas1/PRIM,12-PDT-7/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/12-PT-1/Meas1/PRIM,12-PT-1/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/12-PT-2/Meas1/PRIM,12-PT-2/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/12-PT-8/Meas1/PRIM,12-PT-8/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/12-TE-1/Meas1/PRIM,12-TE-1/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/12-TE-10A/Meas1/PRIM,12-TE-10A/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/12-TE-10B/Meas1/PRIM,12-TE-10B/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/12-TE-2A/Meas1/PRIM,12-TE-2A/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/12-TE-2B/Meas1/PRIM,12-TE-2B/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/12-TE-5A/Meas1/PRIM,12-TE-5A/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/12-TE-5B/Meas1/PRIM,12-TE-5B/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/12-TE-8A/Meas1/PRIM,12-TE-8A/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/12-TE-9A/Meas1/PRIM,12-TE-9A/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/12-TE-9F/Meas1/PRIM,12-TE-9F/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/12-YE-10/Meas1/PRIM,12-YE-10/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/12-YE-9/Meas1/PRIM,12-YE-9/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/12-ZT-1/Meas1/PRIM,12-ZT-1/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/12-ZT-3/Meas1/PRIM,12-ZT-3/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/21-PIT-1/Meas1/PRIM,21-PIT-1/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/21-PIT-2/Meas1/PRIM,21-PIT-2/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/21-PIT-3/Meas1/PRIM,21-PIT-3/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/21-POT-1/Meas1/PRIM,21-POT-1/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/21-POT-2/Meas1/PRIM,21-POT-2/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/21-TE-1/Meas1/PRIM,21-TE-1/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/21-TE-2/Meas1/PRIM,21-TE-2/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/21-TE-4/Meas1/PRIM,21-TE-4/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/21-ZT-1/Meas1/PRIM,21-ZT-1/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/21-ZT-2/Meas1/PRIM,21-ZT-2/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/31-PIT-1/Meas1/PRIM,31-PIT-1/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/31-PIT-2/Meas1/PRIM,31-PIT-2/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/31-POT-1/Meas1/PRIM,31-POT-1/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/31-POT-2/Meas1/PRIM,31-POT-2/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/31-TE-1/Meas1/PRIM,31-TE-1/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/31-TE-2/Meas1/PRIM,31-TE-2/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/31-TE-4/Meas1/PRIM,31-TE-4/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/31-ZT-1/Meas1/PRIM,31-ZT-1/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/31-ZT-2/Meas1/PRIM,31-ZT-2/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/32-PIT-1/Meas1/PRIM,32-PIT-1/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/32-POT-1/Meas1/PRIM,32-POT-1/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/32-POT-2/Meas1/PRIM,32-POT-2/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/32-TE-1/Meas1/PRIM,32-TE-1/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/32-TE-4/Meas1/PRIM,32-TE-4/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/32-ZT-1/Meas1/PRIM,32-ZT-1/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/32-ZT-2/Meas1/PRIM,32-ZT-2/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/AB-F217-1/Meas1/PRIM,AB-F217-1/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/AB-F217-2/Meas1/PRIM,AB-F217-2/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/AB-F310-1/Meas1/PRIM,AB-F310-1/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/AB-F310-2/Meas1/PRIM,AB-F310-2/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/AB-G274/Meas1/PRIM,AB-G274/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/AB-H3/Meas1/PRIM,AB-H3/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/ALS-30002/Meas1/PRIM,ALS-30002/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/ALS-30003/Meas1/PRIM,ALS-30003/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/ALS-30004/Meas1/PRIM,ALS-30004/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/ALS-30005/Meas1/PRIM,ALS-30005/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/ALS-30006/Meas1/PRIM,ALS-30006/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/ALS-30007/Meas1/PRIM,ALS-30007/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/ALS-30008/Meas1/PRIM,ALS-30008/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/ALS-30009/Meas1/PRIM,ALS-30009/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/ALS-30010/Meas1/PRIM,ALS-30010/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/ALS-30011/Meas1/PRIM,ALS-30011/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/ALS-30012/Meas1/PRIM,ALS-30012/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/ALS-30013/Meas1/PRIM,ALS-30013/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/ALS-30014/Meas1/PRIM,ALS-30014/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/ALS-30015/Meas1/PRIM,ALS-30015/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/ALS-30016/Meas1/PRIM,ALS-30016/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/ALS-30017/Meas1/PRIM,ALS-30017/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/ALS-30018/Meas1/PRIM,ALS-30018/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/ALS-30019/Meas1/PRIM,ALS-30019/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/ALS-30020/Meas1/PRIM,ALS-30020/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/ALS-30021/Meas1/PRIM,ALS-30021/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/ALS-30022/Meas1/PRIM,ALS-30022/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/ALS-30023/Meas1/PRIM,ALS-30023/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/ALS-30024/Meas1/PRIM,ALS-30024/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/ALS-30025/Meas1/PRIM,ALS-30025/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/ALS-30026/Meas1/PRIM,ALS-30026/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/AS851/OutPosition/PRIM,AS851/OutPosition/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/AS852/OutPosition/PRIM,AS852/OutPosition/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/AS853/OutPosition/PRIM,AS853/OutPosition/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/AS854/OutPosition/PRIM,AS854/OutPosition/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/AS859/OutPosition/PRIM,AS859/OutPosition/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/AS861/OutPosition/PRIM,AS861/OutPosition/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/AS862/OutPosition/PRIM,AS862/OutPosition/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/AS863/OutPosition/PRIM,AS863/OutPosition/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/AS864/OutPosition/PRIM,AS864/OutPosition/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/AX090.01/Meas1/PRIM,AX090.01/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/AX091.01/Meas1/PRIM,AX091.01/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/AX092.01/Meas1/PRIM,AX092.01/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/AX093.01/Meas1/PRIM,AX093.01/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/AX094.01/Meas1/PRIM,AX094.01/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/AX095.01/Meas1/PRIM,AX095.01/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BB048.01/Meas1/PRIM,BB048.01/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BBC-HS-R417/Meas1/PRIM,BBC-HS-R417/Meas1/PRIM,,IAS,,Boolean
/blueone_tagnative/IAS/BL001.06/Meas1/PRIM,BL001.06/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BL003.01/Meas1/PRIM,BL003.01/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BL003.02/Meas1/PRIM,BL003.02/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BL004.01/Meas1/PRIM,BL004.01/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BL004.02/Meas1/PRIM,BL004.02/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BL004.03/Meas1/PRIM,BL004.03/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BL005.06/Meas1/PRIM,BL005.06/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BL007.01/Meas1/PRIM,BL007.01/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BL007.02/Meas1/PRIM,BL007.02/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BL008.01/Meas1/PRIM,BL008.01/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BL008.02/Meas1/PRIM,BL008.02/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BL008.03/Meas1/PRIM,BL008.03/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BL009.06/Meas1/PRIM,BL009.06/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BL011.01/Meas1/PRIM,BL011.01/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BL011.02/Meas1/PRIM,BL011.02/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BL012.01/Meas1/PRIM,BL012.01/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BL012.02/Meas1/PRIM,BL012.02/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BL012.03/Meas1/PRIM,BL012.03/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BL013.01/Meas1/PRIM,BL013.01/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BL013.02/Meas1/PRIM,BL013.02/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BL013.03/Meas1/PRIM,BL013.03/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BL014.01/Meas1/PRIM,BL014.01/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BL014.02/Meas1/PRIM,BL014.02/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BL014.03/Meas1/PRIM,BL014.03/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BL015.01/Meas1/PRIM,BL015.01/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BL016.01/Meas1/PRIM,BL016.01/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BM031.01/Meas1/PRIM,BM031.01/Meas1/PRIM,,IAS,,Boolean
/blueone_tagnative/IAS/BM032.01/Meas1/PRIM,BM032.01/Meas1/PRIM,,IAS,,Boolean
/blueone_tagnative/IAS/BM033.01/Meas1/PRIM,BM033.01/Meas1/PRIM,,IAS,,Boolean
/blueone_tagnative/IAS/BM034.01/Meas1/PRIM,BM034.01/Meas1/PRIM,,IAS,,Boolean
/blueone_tagnative/IAS/BM035.01/Meas1/PRIM,BM035.01/Meas1/PRIM,,IAS,,Boolean
/blueone_tagnative/IAS/BM036.01/Meas1/PRIM,BM036.01/Meas1/PRIM,,IAS,,Boolean
/blueone_tagnative/IAS/BM045.01/Meas1/PRIM,BM045.01/Meas1/PRIM,,IAS,,Boolean
/blueone_tagnative/IAS/BMS-30015/Meas1/PRIM,BMS-30015/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BMS-30017/Meas1/PRIM,BMS-30017/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BMS-30216/Meas1/PRIM,BMS-30216/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BMS-30218/Meas1/PRIM,BMS-30218/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BWTS-40011/Meas1/PRIM,BWTS-40011/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BWTS-40012/Meas1/PRIM,BWTS-40012/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BWTS-40013/Meas1/PRIM,BWTS-40013/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BWTS-40014/Meas1/PRIM,BWTS-40014/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BWTS-40027/Meas1/PRIM,BWTS-40027/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BWTS-40028/Meas1/PRIM,BWTS-40028/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BWTS-40031/Meas1/PRIM,BWTS-40031/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BWTS-40032/Meas1/PRIM,BWTS-40032/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BWTS-40081/Meas1/PRIM,BWTS-40081/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BWTS-40082/Meas1/PRIM,BWTS-40082/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BWTS-40083/Meas1/PRIM,BWTS-40083/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BWTS-40084/Meas1/PRIM,BWTS-40084/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BWTS-40085/Meas1/PRIM,BWTS-40085/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/BWTS-40086/Meas1/PRIM,BWTS-40086/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CM-201/OutRunning/PRIM,CM-201/OutRunning/PRIM,,IAS,,Boolean
/blueone_tagnative/IAS/CM201_RunHour/Meas1/PRIM,CM201_RunHour/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CP001.06/Meas1/PRIM,CP001.06/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CP002.06/Meas1/PRIM,CP002.06/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CP003.06/Meas1/PRIM,CP003.06/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CP004.06/Meas1/PRIM,CP004.06/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CP005.06/Meas1/PRIM,CP005.06/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CP006.06/Meas1/PRIM,CP006.06/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CP007.06/Meas1/PRIM,CP007.06/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CP008.06/Meas1/PRIM,CP008.06/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CP009.01/Meas1/PRIM,CP009.01/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CP009.02/Meas1/PRIM,CP009.02/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CP010.01/Meas1/PRIM,CP010.01/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CP010.02/Meas1/PRIM,CP010.02/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CP011.01/Meas1/PRIM,CP011.01/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CP011.02/Meas1/PRIM,CP011.02/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CP012.01/Meas1/PRIM,CP012.01/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CP012.02/Meas1/PRIM,CP012.02/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CP015.06/Meas1/PRIM,CP015.06/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CP016.01/Meas1/PRIM,CP016.01/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CP017.01/Meas1/PRIM,CP017.01/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CP018.01/Meas1/PRIM,CP018.01/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CP019.01/Meas1/PRIM,CP019.01/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CP020.06/Meas1/PRIM,CP020.06/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CP021.06/Meas1/PRIM,CP021.06/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CP022.06/Meas1/PRIM,CP022.06/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CP023.06/Meas1/PRIM,CP023.06/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CP024.01/Meas1/PRIM,CP024.01/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CP025.01/Meas1/PRIM,CP025.01/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CP026.01/Meas1/PRIM,CP026.01/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CP027.01/Meas1/PRIM,CP027.01/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CP028.01/Meas1/PRIM,CP028.01/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CP029.01/Meas1/PRIM,CP029.01/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CP030.01/Meas1/PRIM,CP030.01/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CP031.01/Meas1/PRIM,CP031.01/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CP034.01/Meas1/PRIM,CP034.01/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CS032/OutPosition/PRIM,CS032/OutPosition/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CS033/OutPosition/PRIM,CS033/OutPosition/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CS034/OutPosition/PRIM,CS034/OutPosition/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CS035/OutPosition/PRIM,CS035/OutPosition/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CS036/OutPosition/PRIM,CS036/OutPosition/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CS037/OutPosition/PRIM,CS037/OutPosition/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CT.VolLiq.Tot/Meas1/PRIM,CT.VolLiq.Tot/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CT1.AvgLiqTemp/Meas1/PRIM,CT1.AvgLiqTemp/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CT1.AvgVapTemp/Meas1/PRIM,CT1.AvgVapTemp/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CT003.01/Meas1/PRIM,CT003.01/Meas1/PRIM,,IAS,,Boolean
/blueone_tagnative/IAS/CT1.InstLev/Meas1/PRIM,CT1.InstLev/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CT1.PressABS/Meas1/PRIM,CT1.PressABS/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CT1.Temp1/Meas1/PRIM,CT1.Temp1/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CT1.Temp2/Meas1/PRIM,CT1.Temp2/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CT1.Temp3/Meas1/PRIM,CT1.Temp3/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CT1.Temp4/Meas1/PRIM,CT1.Temp4/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CT1.Temp5/Meas1/PRIM,CT1.Temp5/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CT1.Temp6/Meas1/PRIM,CT1.Temp6/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CT1.VolLiq/Meas1/PRIM,CT1.VolLiq/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CT1.VolRate/Meas1/PRIM,CT1.VolRate/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CT2.AvgLiqTemp/Meas1/PRIM,CT2.AvgLiqTemp/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CT2.AvgVapTemp/Meas1/PRIM,CT2.AvgVapTemp/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CT004.01/Meas1/PRIM,CT004.01/Meas1/PRIM,,IAS,,Boolean
/blueone_tagnative/IAS/CT2.InstLev/Meas1/PRIM,CT2.InstLev/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CT2.PressABS/Meas1/PRIM,CT2.PressABS/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CT2.Temp1/Meas1/PRIM,CT2.Temp1/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CT2.Temp2/Meas1/PRIM,CT2.Temp2/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CT2.Temp3/Meas1/PRIM,CT2.Temp3/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CT2.Temp4/Meas1/PRIM,CT2.Temp4/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CT2.Temp5/Meas1/PRIM,CT2.Temp5/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CT2.Temp6/Meas1/PRIM,CT2.Temp6/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CT2.VolLiq/Meas1/PRIM,CT2.VolLiq/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CT2.VolRate/Meas1/PRIM,CT2.VolRate/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CT3.AvgLiqTemp/Meas1/PRIM,CT3.AvgLiqTemp/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CT3.AvgVapTemp/Meas1/PRIM,CT3.AvgVapTemp/Meas1/PRIM,,IAS,,Decimal
/blueone_tagnative/IAS/CT005.01/Meas1/PRIM,CT005.01/Meas1/PRIM,,IAS,,Boolean
